recipe_title,category,subcategory,description,ingredients,directions,num_ingredients,num_steps
Shredded Apple Carrot Salad,Lunch,Healthy Lunches,This shredded carrot and apple salad is a delightful addition to your summer lunch.,"[""2 tablespoons sesame seeds"", ""2 cups shredded carrots"", ""1 Granny Smith apple, cored and shredded"", ""\u00bd cup chopped fresh parsley"", ""\u00bc cup lemon juice"", ""2 tablespoons apple cider vinegar"", ""1 tablespoon white sugar"", ""1 clove garlic, minced"", ""1 teaspoon salt"", ""\u00bd teaspoon ground black pepper"", ""2 tablespoons safflower oil""]","[""Heat a skillet over medium heat; pour sesame seeds into the hot skillet. Cook, stirring often, until sesame seeds are lightly browned and fragrant, 3 to 5 minutes. Remove from heat."", ""Mix carrots, apple, toasted sesame seeds, and parsley together in a bowl."", ""Whisk lemon juice, vinegar, sugar, garlic, salt, and pepper together in a separate bowl; slowly drizzle safflower oil into lemon juice mixture while continuing to whisk. Pour dressing over carrot mixture; toss to coat.""]",11,3
Kale Salad Recipe,Lunch,Healthy Lunches,Delicious kale tomato salad pairs well with just about everything!,"[""\u00bd cup lemon juice"", ""1 tablespoon canola oil"", ""1 tablespoon olive oil"", ""1 teaspoon white sugar"", ""\u00bd teaspoon salt"", ""\u00bc teaspoon ground black pepper"", ""1 bunch kale, cut into bite-size pieces"", ""1 large tomato, seeded and diced"", ""\u00bd cup roasted sunflower seeds"", ""\u00bd cup dried cranberries""]","[""Whisk lemon juice, canola oil, olive oil, sugar, salt, and black pepper in a large bowl. Add kale, tomato, sunflower seeds, and cranberries; toss to combine.""]",10,1
Cranberry and Cilantro Quinoa Salad,Lunch,Healthy Lunches,I got this cranberry and cilantro quinoa salad recipe from the restaurant my dad built. I love the unique way of cooking the quinoa and the great combination of flavors.,"[""1 \u00bd cups water"", ""1 cup uncooked quinoa, rinsed"", ""1 small red onion, finely chopped"", ""\u00bd cup minced carrots"", ""\u00bd cup dried cranberries"", ""\u00bc cup red bell pepper, chopped"", ""\u00bc cup yellow bell pepper, chopped"", ""\u00bc cup chopped fresh cilantro"", ""\u00bc cup sliced almonds, toasted"", ""1 lime, juiced"", ""1 \u00bd teaspoons curry powder"", ""salt and ground black pepper to taste""]","[""Bring water to a boil, covered, in a saucepan over high heat; add quinoa. Reduce heat to low; simmer quinoa, covered, until water has been absorbed, 15 to 20 minutes. Transfer to a bowl; refrigerate until cold."", ""Stir in red onion, carrots, cranberries, red bell pepper, yellow bell pepper, cilantro, almonds, lime juice, and curry powder; season with salt and black pepper. Chill before serving.""]",12,2
Beef Birria Ramen,Lunch,Bowl Recipes,"This beef birria ramen is a rich, spicy Mexican beef birria served as a Japanese ramen noodle bowl. Topped with fresh cilantro, onion, and a squeeze of lime, an unassuming broth delivers intense flavors while tender beef and noodles offer satisfying comfort in every bite.","[""10 chilies, seeded"", ""4 chilies"", ""water,"", ""1 tablespoon avocado oil"", ""1/2 white onion"", ""4 garlic cloves,"", ""6 Roma tomatoes"", ""1 teaspoon peppercorns"", ""6 whole cloves"", ""1 (1/2 inch) piece dried ginger root"", ""1/4 teaspoon cumin seeds"", ""1 teaspoon fresh thyme"", ""1/2 tablespoon dried marjoram"", ""1/2 tablespoon oregano"", ""1 tablespoon chicken bouillon, such as"", ""2 tablespoons apple cider vinegar"", ""salt to taste""]","[""For sauce base, first toast chilies: heat a dry griddle or skillet over medium heat. Toast guajillo chilies and chiles de arbol, turning often, until fragrant and lightly browned, being careful not to burn them. Place chilies in a bowl, cover them with boiling water, and soak until reconstituted, about 30 minutes."", ""Meanwhile, heat oil over medium heat in a large pan. Add onion and garlic; cook and stir until soft, about 5 minutes. Add tomatoes and cook until they break down, about 5 minutes. Let the mixture cool."", ""Place peppercorns, cloves, dried ginger, cumin seeds, thyme, marjoram, and oregano in a mortar and grind into a fine mix."", ""In a blender, combine soaked chilies, 1/4 cup of the chile soaking liquid, onion-tomato mix, ground spices, chicken bouillon, and apple cider vinegar. Blend until smooth. Add a small amount of beef broth if needed for blending. Taste sauce; season with salt."", ""To cook meat, place chuck roast, beef shanks, and beef short ribs in a large pot and pour the sauce over it. Add enough beef broth to cover meat by about 1 inch, then stir to combine. Bring to a boil over high heat, then add cinnamon stick, onion, garlic, and bay leaves. Cover, and reduce heat to low, and simmer until meat is tender and falling apart, about 2 1/2 hours. Remove and discard short rib bones; skim fat from surface of broth using a spoon. Reserve fat for another use, such as quesabirrias. Taste broth; season with salt."", ""Bring a large pot of salted water to a boil, add ramen, and cook until tender, 7 to 20 minutes, or according to package instructions. Drain; divide noodles into bowls."", ""To assemble the dish, ladle birria and broth over ramen. Top with chopped onion and cilantro. Serve with lime wedges.""]",17,7
Spring Roll Bowl,Lunch,Bowl Recipes,"This delicious spring roll bowl is full of crisp and crunchy vegetables, shrimp, and vermicelli noodles, topped with peanut sauce and served with Vietnamese Nuoc Cham sauce —the perfect light lunch.","[""4 ounces vermicelli noodles"", ""1 pound large shrimp -"", ""1 head butterhead lettuce, torn into bite-sized pieces"", ""2 carrots, peeled and julienned"", ""1 nglish cucumber, julienned"", ""1 avocado, sliced"", ""2 green onions, sliced on a bias"", ""1/2 cups mint leaves (or torn large leaves)"", ""1/4 cup salted peanuts""]","[""Gather all ingredients."", ""Cook vermicelli noodles according to package directions. Run under cold water to cool. Divide noodles among four bowls."", ""Add one fourth of the cooked shrimp to each bowl. On the side of the noodles arrange 1 cup of lettuce, 1/4 cup carrots, 1/4 cup cucumber, and 1/4 an avocado to each bowl."", ""Meanwhile for Nam Chom combine rice vinegar, fish sauce, lime juice, ginger, and birds eye chile (optional) in a small bowl."", ""For the peanut sauce combine peanut butter, coconut milk, hoisin sauce, lime juice, peanuts and sambal oelec in a small bowl; whisk until smooth."", ""Top bowls with green onions, mint leaves and peanuts. Serve with peanut sauce and/or Nam Choc.""]",9,6
Teriyaki Salmon Bowl,Lunch,Bowl Recipes,"For this teriyaki salmon bowl, salmon is baked for 15 minutes with a 4-ingredient homemade teriyaki sauce using soy sauce, brown sugar, garlic, and ginger, then served in a bowl with rice, red cabbage, carrots, and radishes.","[""1/4 cup low-sodium soy sauce"", ""3 tablespoons brown sugar"", ""1 small clove garlic, chopped"", ""1 tablespoon fresh ginger"", ""1 (6 ounce) salmon filet"", ""1/4 cup grated carrots"", ""2 radishes, thinly sliced"", ""1 cup red cabbage"", ""1 cup cooked rice"", ""1 teaspoon sesame seeds (optional)"", ""1 green onion, thinly sliced (optional)""]","[""Preheat the oven to 400 degrees F (200 degrees C) and spray a baking dish with cooking spray."", ""Combine soy sauce, brown sugar, garlic, and ginger in a small bowl. Place the salmon in the prepared baking dish, skin side down. Pour teriyaki sauce over."", ""Bake in the preheated oven until fish flakes easily with a fork, 12 to 15 minutes."", ""Place rice in a bowl, top with salmon, and spoon over teriyaki sauce from the baking dish. Add in the shredded cabbage, grated carrots, and radishes. Sprinkle with sliced green onions and sesame seeds, to garnish.""]",11,4
Meatless Grain Bowl,Lunch,Bowl Recipes,"This meatless grain bowl is made with tofu ""jerked"" to perfection. The addition of roasted sweet potatoes brings a surprise twist—all of which will have your tastebuds dancing for joy!","[""2 cups white rice"", ""4 cups water"", ""1 large sweet potato, peeled and cubed"", ""3 tablespoons coconut oil or vegetable oil, or as needed, divided"", ""1/2 red bell pepper, sliced"", ""1/2 green bell pepper, sliced"", ""1/2 orange bell pepper, sliced"", ""1 14 ounce extra firm tofu"", ""1 (15 ounce) can black beans, drained and rinsed"", ""1 teaspoon jerk seasoning, or to taste"", ""2 tablespoons jerk marinade""]","[""Bring water and rice to a boil in a saucepan. Reduce heat to medium-low, cover, and simmer until rice is tender and water has been absorbed, 20 to 25 minutes. Keep warm."", ""Preheat the oven to 450 degrees F (230 degrees C)."", ""Toss cubed sweet potatoes in 1 tablespoon oil. Spread evenly on a baking sheet."", ""Roast sweet potatoes in the preheated oven until tender but not too soft, 15 to 20 minutes."", ""Heat a cast iron skillet with 1 tablespoon coconut oil over medium-high heat; add red, green, and orange bell peppers and saute for 2 to 3 minutes. Remove from the skillet and set aside."", ""Add remaining 1 tablespoon coconut oil to the same skillet. Add tofu evenly. Cook for 2 minutes and gently flip to the other side. Continue cooking, turning occasionally, until tofu gets a little crisp on the edges, 6 to 8 minutes."", ""Add jerk marinade, being deliberate about making sure tofu is covered. Once tofu starts to caramelize from the marinade, remove from heat."", ""Warm black beans in a microwave-safe dish until hot, 2 to 3 minutes, stirring every 30 seconds."", ""Assemble grain bowls: divide rice, tofu, peppers, sweet potatoes, and black beans evenly into individual serving bowls.""]",11,9
Bourbon Teriyaki Salmon Rice Bowl,Lunch,Bowl Recipes,"For these bourbon teriyaki salmon rice bowls, salmon is coated with mustard and everything bagel seasoning, and baked with broccoli on a sheet pan. A simple homemade bourbon teriyaki sauce adds next-level flavor.","[""2 filets salmon"", ""4 teaspoons Dijon mustard"", ""1 tablespoon seasoning"", ""1 head broccoli"", ""3 tablespoons olive oil"", ""1 teaspoon onion powder"", ""1/3 cup whiskey"", ""1/3 cup low-sodium soy sauce"", ""1/4 cup brown sugar"", ""1 clove garlic"", ""1 tablespoon ginger"", ""2 cups cooked white rice""]","[""Preheat the oven to 400 degrees F (200 degrees C) and spray a baking pan with cooking spray."", ""Place salmon filets skin side down on the prepared baking pan; brush with Dijon mustard and sprinkle with everything bagel seasoning."", ""Toss broccoli, olive oil, and onion powder together in a bowl; spread broccoli on the baking pan."", ""Bake in the preheated oven until the salmon flakes easily with a fork, about 15 minutes."", ""Combine bourbon, soy sauce, brown sugar, garlic, and ginger in a small saucepan over medium heat. Cook until brown sugar is dissolved, and sauce begins to bubble, 1 to 3 minutes."", ""Divide rice into 2 serving bowls. To each bowl, add half the broccoli and 1 salmon filet. Pour bourbon teriyaki sauce over each bowl.""]",12,6
Garlic Ginger Chicken Meatball Bowls,Lunch,Bowl Recipes,"Chicken meatballs star in this dish. In fact, they can be used for Asian-inspired lettuce wraps, in soup, or in a stir-fry. The cooking technique ensures that the meatballs stay tender.","[""1 ground chicken"", ""4 cloves garlic, minced"", ""1 piece fresh ginger, peeled and minced"", ""1/2 onion, finely minced"", ""1 tablespoon light soy sauce"", ""1 tablespoon sake"", ""1 large egg, lightly beaten"", ""1/4 cup panko breadcrumbs"", ""1/4 cup green onions""]","[""Combine ground chicken, garlic, ginger, onion, 1 tablespoon light soy sauce, sake, egg, panko, and green onions in a bowl. Gently mix and form into 1-inch meatballs. Place shaped meatballs onto a parchment lined tray."", ""For sauce, whisk together 2 teaspoons light soy sauce, dark soy sauce, honey, oyster sauce, water, and cornstarch in a bowl; set aside."", ""Bring a large pot of water to a boil over high heat. Using a spider or slotted spoon, carefully lower chicken meatballs into boiling water - you may have to do this in batches. Cook until meatballs float to the top, 3 to 4 minutes. Remove meatballs with a spider or slotted spoon."", ""Heat sesame oil in a wok. Add chicken meatballs, and cook until lightly browned, about 3 minutes. Pour sauce ingredients into the wok. Add the mixed vegetables, toss to mix. Cook until vegetables are crisp-tender, about 5 minutes."", ""Place 1/2 cup cooked jasmine rice in each bowl or on each plate. Add cooked vegetables and chicken meatballs. Serve immediately.""]",9,5
"Watermelon ""Tuna"" Poke Bowl",Lunch,Bowl Recipes,"Marinating and baking chunks of watermelon (yes, really!) creates a tender, tuna-like texture fit for poke—traditionally a bowl of diced raw fish with lots of toppers.","[""1/3 cup soy sauce"", ""1/4 cup rice vinegar"", ""1/4 cup vegetable oil"", ""1 teaspoon lime zest"", ""3 tablespoons lime juice (from 2 limes"", ""1 tablespoon fresh ginger"", ""1 tablespoon honey"", ""2 lb watermelon, rind removed and cut into 1-inch pieces"", ""1/2 cup mayonnaise (such as Kewpie"", ""4 cups white rice"", ""2 avocados, sliced avocados"", ""1 nglish cucumber, sliced"", ""1 cup radishes"", ""1 cup hot cooked shelled edamame"", ""1 carrot, shredded"", ""1 tablespoons sesame seeds"", ""thinly sliced green onions, for garnish""]","[""For marinade, whisk together soy sauce, vinegar, oil, lime zest, lime juice, ginger, and honey in a large bowl. Add watermelon; toss to coat. Chill, covered, at least 4 hours or up to 12 hours."", ""Preheat the oven to 350 degrees F (175 degrees C). Line a 10x15-inch baking pan with parchment paper."", ""Transfer watermelon from marinade to prepared pan with a slotted spoon, allowing marinade to drip off. Chill remaining marinade, covered, while watermelon bakes. Bake watermelon until browned, about 1 hour. Let cool slightly."", ""For dressing, stir 2 tablespoons reserved marinade into mayonnaise in a small bowl. Pour remaining reserved marinade over baked watermelon."", ""Divide rice among 4 bowls. Top each serving with watermelon, avocados, cucumber, radishes, edamame, and carrot. Drizzle with dressing and sprinkle with sesame seeds. Garnish with green onions.""]",17,5
Salmon Couscous Salad,Lunch,Bowl Recipes,"This salmon couscous salad recipe features salmon, couscous, and arugula salad layered in a bowl and drizzled with homemade pesto dressing for a unique presentation. This dish is a nod to a dish I tried at a local restaurant.","[""1/2 cup mayonnaise"", ""1/2 cup buttermilk"", ""1/4 cup pesto"", ""1 lemon, juiced"", ""1 clove garlic"", ""ground black pepper to taste""]","[""Add mayonnaise, buttermilk, pesto, lemon juice, and garlic to the bowl of a food processor. Blend until smooth. Season to taste with black pepper. Set dressing aside."", ""Meanwhile, heat a skillet over medium-high heat. Season salmon with Greek seasoning. Cut salmon into two filets. Melt butter in a skillet over medium heat and add olive oil. Place salmon, skin side down, in the hot skillet. Cook until salmon flakes easily with a fork, about 8 minutes."", ""Bring water to a boil in a saucepan; remove from heat and stir couscous into the water. Cover saucepan and let stand until water is absorbed completely, about 10 minutes."", ""To assemble, place salad mixture into 2 dinner bowls, and sprinkle chopped tomatoes over the salad. Fluff couscous with a fork. Mound couscous in the center of each bowl. Sprinkle Parmesan cheese around couscous. Place a salmon filet to the side of the couscous. Pour 1 to 2 tablespoons pesto dressing on top of dish. Sprinkle with pepitas. Serve immediately.""]",6,4
Spicy Canned Salmon Salad Rice Bowl,Lunch,Bowl Recipes,"Canned salmon mixed with rice vinegar, Sriracha, and mayonnaise makes this one spicy salmon salad rice bowl. Fresh cucumbers, quickly marinated in soy sauce, and sliced avocado add some coolness. Feel free to make this bowl your own by adding more ingredients.","[""1 cup English cucumber"", ""1 tablespoon low-sodium soy sauce"", ""1 (14.75 ounce) can pink salmon, skin and bone removed, drained and flaked"", ""2 \u00bd tablespoons chile-garlic sauce (such as Sriracha\u00ae)"", ""1 tablespoon light mayonnaise"", ""1 tablespoon rice vinegar"", ""1 cup cooked white rice"", ""1 avocado"", ""1/2 teaspoon sesame seeds"", ""1 tablespoon green onion for garnish (optional)""]","[""Combine chopped cucumbers and soy sauce in a small bowl and set aside."", ""In a small bowl, combine the salmon, Sriracha\u00ae, mayonnaise, and rice vinegar."", ""In a bowl place cooked rice and top it with the salmon mixture, sliced avocado, and chopped cucumber mixture. Sprinkle with sesame seeds. Top with extra Sriracha and green onions if desired.""]",10,3
Chicken Teriyaki Rice Bowls,Lunch,Bowl Recipes,"Skip the takeout with this grilled chicken teriyaki bowl. Grill marinated chicken, pineapple, and seasoned broccoli and red pepper and serve over rice.","[""1/2 cup teriyaki marinade (such as Kikkoman"", ""2 tablespoons prepared horseradish"", ""1 tablespoon chili oil"", ""1 pound boneless skinless chicken breast halves"", ""1 bunch broccoli, cut into florets"", ""1 red bell pepper, cut into strips"", ""2 tablespoons sesame oil"", ""1 1/2 teaspoons garlic powder"", ""1/4 teaspoon ground black pepper"", ""1/8 teaspoon salt"", ""1 pinch red pepper flakes"", ""1 pineapple - peeled, cored, and cut into 6 wedges"", ""2 cups cooked white rice"", ""1 teaspoon sesame seeds (optional)"", ""1 green onion, thinly sliced (optional)""]","[""Pour teriyaki marinade, horseradish, and chili oil into a resealable plastic bag. Add chicken, coat with the marinade, squeeze out excess air, and seal the bag. Marinate in the refrigerator, at least 4 hours."", ""Preheat an outdoor grill for medium-high heat and lightly oil the grate."", ""Coat chicken in teriyaki marinade and cook on the prepared grill until no longer pink and juices run clear, 10 to 15 minutes per side. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C)."", ""Meanwhile place broccoli florets and red pepper strips in a large bowl. Drizzle with sesame oil and toss to coat. Add garlic powder, black pepper, salt, and crushed red pepper and toss to coat again."", ""Place broccoli and red pepper strips in a grill basket and grill, turning occasionally, until tender-crisp, about 10 minutes."", ""Grill pineapple until soft and heated through, 2 to 3 minutes per side."", ""Slice pineapple and chicken into 1-inch cubes. In 4 separate bowls layer rice, chicken, pineapple, broccoli, and red peppers. Garnish each bowl with sliced green onions and sesame seeds. Drizzle extra teriyaki sauce over each bowl if desired.""]",15,7
Spinach and Artichoke Farro Bowl with Chicken and Mushrooms,Lunch,Bowl Recipes,"This spinach and artichoke grain bowl gets extra heft from the addition of chicken and mushrooms, plus a nice tangy zip from marinated artichoke hearts.","[""1 cup pearled farro, rinsed and drained"", ""2 cups water, or as needed to cover"", ""3 tablespoons all-purpose flour"", ""\u00bc teaspoon salt"", ""\u00bc teaspoon ground black pepper"", ""3 tablespoons olive oil, divided"", ""2 pounds skinless, boneless chicken breasts, cut into 1-inch strips"", ""1 large onion, finely chopped"", ""4 cloves garlic, minced"", ""1 (16 ounce) package sliced fresh mushrooms"", ""1 cup low-sodium chicken broth"", ""4 cups baby spinach leaves"", ""1 \u00bd cups marinated artichoke hearts, drained and coarsely chopped"", ""\u00bd cup freshly grated Parmesan cheese"", ""\u00bd cup plain Greek yogurt"", ""4 ounces cream cheese"", ""1 \u00bd teaspoons Italian seasoning"", ""salt and freshly ground black pepper to taste""]","[""Combine farro and enough water to cover in a large pot. Bring to a boil, reduce heat to medium-low, and simmer until tender, about 30 minutes. Drain excess liquid."", ""Meanwhile, whisk together flour, salt, and pepper in a small bowl."", ""Heat 2 tablespoons olive oil over medium heat in a Dutch oven. Dredge chicken strips in flour mixture, and tap off excess. Working in batches if necessary, fry chicken in the Dutch oven; cook, turning occasionally, until golden in color and juices run clear, about 8 minutes. An instant-read thermometer inserted near the center should read 165 degrees F (74 degrees C). Remove chicken from pan and set aside."", ""Heat remaining 1 tablespoon olive oil in the Dutch oven over medium-high heat. Stir in onion, garlic, and mushrooms; cook, stirring often, until softened, 5 to 7 minutes. Pour in chicken broth and use a wooden spoon to scrape up any browned bits from the bottom of the pan. Continue to cook until reduced slightly, 3 to 4 minutes."", ""Reduce heat to low; stir in spinach and cook until wilted, about 2 minutes. Add in artichoke hearts and cook another 2 minutes."", ""Add Parmesan, yogurt, cream cheese, and Italian seasoning to the pan; cook and stir until thoroughly incorporated. Season with salt and pepper."", ""Return chicken to the pan; cook until heated through. Serve over cooked farro in a bowl.""]",18,7
Easy Korean Beef Bowl,Lunch,Bowl Recipes,"This delicious Korean beef bowl is quick and easy to make with ground beef. It's seasoned with fresh ginger, garlic, soy, sesame seeds, and crushed red pepper, but these ingredients can easily be adjusted to suit your taste. Serve over warm rice or spiralized vegetables.","[""1 pound lean ground beef"", ""5 cloves garlic, crushed"", ""1 tablespoon freshly grated ginger"", ""2 teaspoons toasted sesame oil"", ""\u00bd cup reduced-sodium soy sauce"", ""\u2153 cup light brown sugar"", ""\u00bc teaspoon crushed red pepper"", ""6 green onions, chopped, divided"", ""4 cups hot cooked brown rice"", ""1 tablespoon toasted sesame seeds""]","[""Gather all ingredients."", ""Heat a large skillet over medium-high heat. Add beef and cook, stirring and crumbling into small pieces until browned, 5 to 7 minutes. Drain excess grease."", ""Stir in garlic, ginger, and sesame oil and cook until fragrant, about 2 minutes."", ""Stir in soy sauce, brown sugar, and red pepper. Cook until beef absorbs some sauce, about 7 minutes."", ""Add 1/2 of chopped green onions."", ""Serve over hot cooked rice; garnish with sesame seeds and remaining green onions.""]",10,6
Spicy Tuna Rice Bowl,Lunch,Bowl Recipes,"What we have here is equal parts tuna and rice by weight, which for me, gives this the perfect balance between protein and starch. While this may remind some people of a fried rice dish, this is significantly lighter, and actually very low on fat content, but that doesn't mean it's not satisfying, and like most rice dishes, it's very comforting.","[""1 cup uncooked long-grain rice"", ""1 \u00bd cups water"", ""1 (7 ounce) jar tuna packed in olive oil"", ""\u00bd cup finely diced red bell pepper"", ""\u00bc cup finely diced jalapeno pepper"", ""\u00bc cup finely sliced green onions"", ""\u2153 cup seasoned rice vinegar"", ""\u00bd lemon, juiced, or to taste"", ""2 tablespoons soy sauce"", ""2 teaspoons Sriracha hot sauce"", ""\u00bd teaspoon sesame oil"", ""1 pinch Korean red pepper flakes (gochugaru), or to taste"", ""1 teaspoon finely sliced green onion, or to taste""]","[""Gather the ingredients."", ""Pour rice into a heavy pot and add water; swirl to allow rice to settle. Bring to a simmer over medium-high heat; do not stir. Reduce heat to low, cover, and continue to simmer for 15 minutes."", ""While rice is cooking, place tuna into a large mixing bowl and break up with your hands or a fork. Toss in red bell pepper, jalapeno, 1/4 cup green onions, rice vinegar, lemon juice, soy sauce, Sriracha, and sesame oil. Mix with a fork until thoroughly combined. Turn off heat and let rice sit, covered, for 10 minutes."", ""Fluff rice with a fork to separate the grains and break up any large clumps; transfer into the mixing bowl. Mix thoroughly with a spoon until all the ingredients are evenly incorporated. Taste and adjust seasoning if needed. Serve warm, at room temperature, or cold like a rice salad, topped with red pepper flakes and 1 teaspoon green onion.""]",13,4
Vermicelli Noodle Bowl,Lunch,Bowl Recipes,"This vermicelli bowl combines fresh herbs, rice vermicelli noodles, cucumber, bean sprouts, and grilled shrimp. Tossed with a tangy sweet-and-sour dressing and topped with crunchy nuts, it's a simple and satisfying meal.","[""\u00bc cup white vinegar"", ""\u00bc cup fish sauce"", ""2 tablespoons white sugar"", ""2 tablespoons lime juice"", ""1 clove garlic, minced"", ""\u00bc teaspoon red pepper flakes"", ""\u00bd teaspoon canola oil"", ""2 tablespoons chopped shallots"", ""2 skewers"", ""8 medium shrimp, with shells"", ""1 (8 ounce) package rice vermicelli noodles"", ""1 cup finely chopped lettuce"", ""1 cup bean sprouts"", ""1 English cucumber, cut into 2-inch matchsticks"", ""\u00bc cup finely chopped pickled carrots"", ""\u00bc cup finely chopped diakon radish"", ""\u00bc cup crushed peanuts"", ""3 tablespoons chopped cilantro"", ""3 tablespoons finely chopped Thai basil"", ""3 tablespoons chopped fresh mint""]","[""To make the dressing: Whisk vinegar, fish sauce, sugar, lime juice, garlic, and red pepper flakes together in a small bowl; set aside."", ""Heat oil in a small skillet over medium heat. Add shallots; cook and stir until softened and lightly caramelized, about 8 minutes."", ""Preheat an outdoor grill for medium heat and lightly oil the grate. Skewer 4 shrimp on each skewer and grill until they turn pink and are charred on the outside, 1 to 2 minutes per side. Set aside."", ""Bring a large pot of water to a boil. Add vermicelli noodles and cook until softened, 12 minutes. Drain noodles and rinse with cold water, stirring to separate noodles."", ""Assemble vermicelli bowl by placing cooked noodles in one half of each serving bowl; place lettuce and bean sprouts in the other half. Top each bowl with cucumbers, carrots, daikon, peanuts, cilantro, Thai basil, mint, and caramelized shallots. Serve with shrimp skewers and sauce on the side. Pour dressing on top and toss thoroughly to coat before eating.""]",20,5
Egg Roll Bowl,Lunch,Bowl Recipes,"This egg roll bowl makes a fantastic breakfast by itself, or serve it as a side dish with your favorite entrée. Serve with hot mustard.","[""1 pound bulk pork sausage"", ""1 (16 ounce) package coleslaw mix"", ""\u00bc cup soy sauce"", ""\u00bc cup toasted sesame oil"", ""1 tablespoon grated ginger"", ""1 clove garlic, minced"", ""1 tablespoon lemon zest"", ""1 teaspoon chopped fresh cilantro""]","[""Gather all ingredients."", ""Cook and stir sausage in a large skillet over medium heat until browned and crumbly, about 10 minutes. Drain excess grease."", ""Stir coleslaw mix, soy sauce, sesame oil, ginger, and garlic into the skillet. Cook until coleslaw softens, about 8 minutes."", ""Stir in lemon zest and cilantro; cook until the flavors combine, about 2 minutes.""]",8,4
Summer Roll Bowl,Lunch,Bowl Recipes,"Vietnamese summer rolls become a cool, refreshing meal in a bowl, and almost everything can be done ahead of time. Rice vermicelli, lettuce, herbs, carrots, shrimp, and pork are drizzled with a peanut-hoisin sauce, with a little, or a lot of heat—you decide!","[""1/2 pound raw shrimp"", ""1/2 pound ground pork"", ""1/2 cup onions"", ""1/2 teaspoon salt"", ""1/2 teaspoon sugar"", ""1 tablespoon avocado oil,"", ""4 cloves garlic,"", ""1/3 cup hoisin sauce"", ""2 tablespoons peanut butter"", ""2/3 cup water"", ""1 1/2 teaspoons chili paste,"", ""8 leaves Romaine or leaf lettuce"", ""4 sprigs mint"", ""4 sprigs cilantro"", ""1/2 cup carrots"", ""8 ounces Asian-style vermicelli rice noodles"", ""1/3 cup peanuts"", ""3 green onions""]","[""Gather all ingredients."", ""Bring a pan of lightly salted water to a boil; add shrimp and cook until they are pink and curled into a tight \""C\"" shape. Immediately remove shrimp and place into a bowl of ice water. When cool, slice shrimp thinly, from head to tail, and refrigerate."", ""Cook pork in a small nonstick skillet, breaking meat up into small bits. After about 2 minutes, add onion, salt, and sugar, and continue cooking until onion is translucent, 4 to 5 minutes. Remove pork to a plate lined with paper towels to drain. Remove paper towel, and refrigerate until needed."", ""For sauce, add oil and garlic to a small saucepan; place over medium heat. Cook, stirring, until garlic is fragrant, about 30 seconds. Add hoisin sauce, peanut butter, and water, stirring to combine. Bring to a boil, then remove from heat. Add chili paste and allow to cool. Set aside."", ""When ready to make the bowls, bring 5 cups of water to boil in a large saucepan. Add rice noodles and stir, to avoid clumping. Boil and stir for 2 to 3 minutes. Pour into a mesh strainer and rinse thoroughly with cold water."", ""Evenly divide vermicelli into 4 serving bowls. Working in sections, place cooked shrimp, ground pork mixture, lettuce, herbs, and carrots on top of vermicelli."", ""Drizzle each bowl with sauce. Sprinkle each bowl with crushed peanuts, and garnish with green onions.""]",18,7
Air Fryer Pesto Chicken Quinoa Bowl,Lunch,Bowl Recipes,"This air fryer pesto chicken quinoa bowl is a hearty dinner, with air fried, seasoned chicken and zucchini spears atop fluffy, whole-grain quinoa, fresh tomatoes, and crumbled feta.","[""2 teaspoons pesto"", ""1/4 teaspoon garlic powder"", ""1 pound boneless chicken breasts"", ""2 teaspoons olive oil"", ""1/8 teaspoon crushed red pepper flakes"", ""1/8 teaspoon salt"", ""1/8 teaspoon ground black pepper"", ""1 zucchini,"", ""nonstick cooking spray"", ""2 cups cooked quinoa (see Note)"", ""10 basil leaves,"", ""1 cup grape tomatoes,"", ""1/4 cup feta cheese""]","[""Mix together pesto and garlic powder in a bowl. Add chicken to bowl and stir until evenly coated."", ""In a separate bowl mix together olive oil, pepper flakes, salt, and black pepper. Add zucchini to the bowl and stir until evenly coated."", ""Preheat an air fryer to 400 degrees F (200 degrees C)."", ""Lightly spray air fryer with nonstick spray. Place chicken on one side, and place seasoned zucchini on the other side."", ""Fry in the preheated air fryer until an instant-read thermometer inserted into the center of chicken reads 165 degrees F (74 degrees C), about 10 minutes."", ""Mix cooked quinoa and chopped basil leaves together."", ""In a bowl place 1 cup quinoa, \u00bd cup chopped tomatoes, half the chicken breasts, and half the zucchini spears. Top each bowl with half the feta cheese and serve.""]",13,7
